0,2,2,4,1,1,Aceptable
0,2,2,4,2,3,No Aceptable
0,2,2,4,2,2,No Aceptable
0,2,2,4,2,1,Aceptable
0,2,2,4,3,3,No Aceptable
0,2,2,4,3,2,Aceptable
0,2,2,4,3,1,Aceptable
0,2,2,5,1,3,No Aceptable
0,2,2,5,1,2,No Aceptable
0,2,2,5,1,1,No Aceptable
0,2,2,5,2,3,No Aceptable
0,2,2,5,2,2,No Aceptable
0,2,2,5,2,1,Aceptable
0,2,2,5,3,3,No Aceptable
0,2,2,5,3,2,Aceptable
0,2,2,5,3,1,Aceptable
0,2,3,4,1,1,Aceptable
0,2,3,4,2,3,No Aceptable
0,2,3,4,2,2,No Aceptable
0,2,3,4,2,1,Aceptable
0,2,3,4,3,3,No Aceptable
0,2,3,4,3,2,Aceptable
0,2,3,4,3,1,Aceptable
0,2,3,5,1,3,No Aceptable
0,2,3,5,1,2,No Aceptable
0,2,3,5,1,1,Aceptable
0,2,3,5,2,3,No Aceptable
0,2,3,5,2,2,Aceptable
0,2,3,5,2,1,Aceptable
0,2,3,5,3,3,No Aceptable
0,2,3,5,3,2,Aceptable
0,2,3,5,3,1,Aceptable
0,2,4,4,1,1,Aceptable
0,2,4,4,2,3,No Aceptable
0,2,4,4,2,2,Aceptable
0,2,4,4,2,1,Aceptable
0,2,4,4,3,3,No Aceptable
0,2,4,4,3,2,Aceptable
0,2,4,4,3,1,Aceptable
0,2,4,5,1,3,No Aceptable
0,2,4,5,1,2,No Aceptable
0,2,4,5,1,1,Aceptable
0,2,4,5,2,3,No Aceptable
0,2,4,5,2,2,Aceptable
0,2,4,5,2,1,Aceptable
0,2,4,5,3,3,No Aceptable
0,2,4,5,3,2,Aceptable
0,2,4,5,3,1,Aceptable
0,2,5,4,1,1,Aceptable
0,2,5,4,2,3,No Aceptable
0,2,5,4,2,2,Aceptable
0,2,5,4,2,1,Aceptable
0,2,5,4,3,3,No Aceptable
0,2,5,4,3,2,Aceptable
0,2,5,4,3,1,Aceptable
0,2,5,5,1,3,No Aceptable
0,2,5,5,1,2,No Aceptable
0,2,5,5,1,1,Aceptable
0,2,5,5,2,3,No Aceptable
0,2,5,5,2,2,Aceptable
0,2,5,5,2,1,Aceptable
0,2,5,5,3,3,No Aceptable
0,2,5,5,3,2,Aceptable
0,2,5,5,3,1,Aceptable
0,3,2,2,1,3,No Aceptable
0,3,2,2,1,2,No Aceptable
0,3,2,4,1,1,Aceptable
0,3,2,4,2,3,No Aceptable
0,3,2,4,2,2,No Aceptable
0,3,2,4,2,1,Aceptable
0,3,2,4,3,3,No Aceptable
0,3,2,4,3,2,Aceptable
0,3,2,4,3,1,Aceptable
0,3,2,5,2,1,Aceptable
0,3,2,5,3,3,No Aceptable
0,3,2,5,3,2,Aceptable
0,3,2,5,3,1,Aceptable
0,3,3,4,1,1,Aceptable
0,3,3,4,2,3,No Aceptable
0,3,3,4,2,2,No Aceptable
0,3,3,4,2,1,Aceptable
0,3,3,4,3,3,No Aceptable
0,3,3,4,3,2,Aceptable
0,3,3,4,3,1,Aceptable
0,3,3,5,1,3,No Aceptable
0,3,3,5,1,2,No Aceptable
0,3,3,5,1,1,Aceptable
0,3,3,5,2,3,No Aceptable
0,3,3,5,2,2,Aceptable
0,3,3,5,2,1,Aceptable
0,3,3,5,3,3,No Aceptable
0,3,3,5,3,2,Aceptable
0,3,3,5,3,1,Aceptable
0,3,4,4,1,1,Aceptable
0,3,4,4,2,3,No Aceptable
0,3,4,4,2,2,Aceptable
0,3,4,4,2,1,Aceptable
0,3,4,4,3,3,No Aceptable
0,3,4,4,3,2,Aceptable
0,3,4,4,3,1,Aceptable
0,3,4,5,1,3,No Aceptable
0,3,4,5,1,2,No Aceptable
0,3,4,5,1,1,Aceptable
0,3,4,5,2,3,No Aceptable
0,3,4,5,2,2,Aceptable
0,3,4,5,2,1,Aceptable
0,3,4,5,3,3,No Aceptable
0,3,4,5,3,2,Aceptable
0,3,4,5,3,1,Aceptable
0,3,5,2,1,3,No Aceptable
0,3,5,2,1,2,No Aceptable
0,3,5,2,1,1,No Aceptable
0,3,5,2,2,3,No Aceptable
0,3,5,2,2,2,No Aceptable
0,3,5,2,2,1,No Aceptable
0,3,5,2,3,3,No Aceptable
0,3,5,2,3,2,No Aceptable
0,3,5,2,3,1,No Aceptable
0,3,5,4,1,3,No Aceptable
0,3,5,4,1,2,No Aceptable
0,3,5,4,1,1,Aceptable
0,3,5,4,2,3,No Aceptable
0,3,5,4,2,2,Aceptable
0,3,5,4,2,1,Aceptable
0,3,5,4,3,3,No Aceptable
0,3,5,4,3,2,Aceptable
0,3,5,4,3,1,Aceptable
0,3,5,5,1,3,No Aceptable
0,3,5,5,1,2,No Aceptable
0,3,5,5,1,1,Aceptable
0,3,5,5,2,3,No Aceptable
0,3,5,5,2,2,Aceptable
0,3,5,5,2,1,Aceptable
0,3,5,5,3,3,No Aceptable
0,3,5,5,3,2,Aceptable
0,3,5,5,3,1,Aceptable
1,0,4,4,2,2,No Aceptable
1,0,4,4,2,1,No Aceptable
1,1,2,4,1,1,Aceptable
1,1,2,4,2,3,No Aceptable
1,1,2,4,2,2,No Aceptable
1,1,2,4,2,1,Aceptable
1,1,2,4,3,3,No Aceptable
1,1,2,4,3,2,Aceptable
1,1,2,4,3,1,Aceptable
1,1,2,5,2,1,Aceptable
1,1,2,5,3,3,No Aceptable
1,1,2,5,3,2,Aceptable
1,1,2,5,3,1,Aceptable
1,1,3,4,1,1,Aceptable
1,1,3,4,2,3,No Aceptable
1,1,3,4,2,2,No Aceptable
1,1,3,4,2,1,Aceptable
1,1,3,4,3,3,No Aceptable
1,1,3,4,3,2,Aceptable
1,1,3,4,3,1,Aceptable
1,1,3,5,1,3,No Aceptable
1,1,3,5,1,2,No Aceptable
1,1,3,5,1,1,Aceptable
1,1,3,5,2,3,No Aceptable
1,1,3,5,2,2,Aceptable
1,1,3,5,2,1,Aceptable
1,1,3,5,3,3,No Aceptable
1,1,3,5,3,2,Aceptable
1,1,3,5,3,1,Aceptable
1,1,4,4,1,1,Aceptable
1,1,4,4,2,3,No Aceptable
1,1,4,4,2,2,Aceptable
1,1,4,4,2,1,Aceptable
1,1,4,4,3,3,No Aceptable
1,1,4,4,3,2,Aceptable
1,1,4,4,3,1,Aceptable
1,1,4,5,1,3,No Aceptable
1,1,4,5,1,2,No Aceptable
1,1,4,5,1,1,Aceptable
1,1,4,5,2,3,No Aceptable
1,1,4,5,2,2,Aceptable
1,1,4,5,2,1,Aceptable
1,1,4,5,3,3,No Aceptable
1,1,4,5,3,2,Aceptable
1,1,4,5,3,1,Aceptable
1,1,5,4,1,1,Aceptable
1,1,5,4,2,3,No Aceptable
1,1,5,4,2,2,Aceptable
1,1,5,4,2,1,Aceptable
1,1,5,4,3,3,No Aceptable
1,1,5,4,3,2,Aceptable
1,1,5,4,3,1,Aceptable
1,1,5,5,1,3,No Aceptable
1,1,5,5,1,2,No Aceptable
1,1,5,5,1,1,Aceptable
1,1,5,5,2,3,No Aceptable
1,1,5,5,2,2,Aceptable
1,1,5,5,2,1,Aceptable
1,1,5,5,3,3,No Aceptable
1,1,5,5,3,2,Aceptable
1,1,5,5,3,1,Aceptable
1,2,2,4,1,1,Aceptable
1,2,2,4,2,3,No Aceptable
1,2,2,4,2,2,No Aceptable
1,2,2,4,2,1,Aceptable
1,2,2,4,3,3,No Aceptable
1,2,2,4,3,2,Aceptable
1,2,2,4,3,1,Aceptable
1,2,2,5,1,3,No Aceptable
1,2,2,5,1,2,No Aceptable
1,2,2,5,1,1,No Aceptable
1,2,2,5,2,3,No Aceptable
1,2,2,5,2,2,No Aceptable
1,2,2,5,2,1,Aceptable
1,2,2,5,3,3,No Aceptable
1,2,2,5,3,2,Aceptable
1,2,2,5,3,1,Aceptable
1,2,3,4,1,1,Aceptable
1,2,3,4,2,3,No Aceptable
1,2,3,4,2,2,No Aceptable
1,2,3,4,2,1,Aceptable
1,2,3,4,3,3,No Aceptable
1,2,3,4,3,2,Aceptable
1,2,3,4,3,1,Aceptable
1,2,3,5,1,3,No Aceptable
1,2,3,5,1,2,No Aceptable
1,2,3,5,1,1,Aceptable
1,2,3,5,2,3,No Aceptable
1,2,3,5,2,2,Aceptable
1,2,3,5,2,1,Aceptable
1,2,3,5,3,3,No Aceptable
1,2,3,5,3,2,Aceptable
1,2,3,5,3,1,Aceptable
1,2,4,4,1,1,Aceptable
1,2,4,4,2,3,No Aceptable
1,2,4,4,2,2,Aceptable
1,2,4,4,2,1,Aceptable
1,2,4,4,3,3,No Aceptable
1,2,4,4,3,2,Aceptable
1,2,4,4,3,1,Aceptable
1,2,4,5,1,3,No Aceptable
1,2,4,5,1,2,No Aceptable
1,2,4,5,1,1,Aceptable
1,2,4,5,2,3,No Aceptable
1,2,4,5,2,2,Aceptable
1,2,4,5,2,1,Aceptable
1,2,4,5,3,3,No Aceptable
1,2,4,5,3,2,Aceptable
1,2,4,5,3,1,Aceptable
1,2,5,4,1,1,Aceptable
1,2,5,4,2,3,No Aceptable
1,2,5,4,2,2,Aceptable
1,2,5,4,2,1,Aceptable
1,2,5,4,3,3,No Aceptable
1,2,5,4,3,2,Aceptable
1,2,5,4,3,1,Aceptable
1,2,5,5,1,3,No Aceptable
1,2,5,5,1,2,No Aceptable
1,2,5,5,1,1,Aceptable
1,2,5,5,2,3,No Aceptable
1,2,5,5,2,2,Aceptable
1,2,5,5,2,1,Aceptable
1,2,5,5,3,3,No Aceptable
1,2,5,5,3,2,Aceptable
1,2,5,5,3,1,Aceptable
1,3,2,4,1,1,Aceptable
1,3,2,4,2,1,Aceptable
1,3,2,4,3,3,No Aceptable
1,3,2,4,3,2,Aceptable
1,3,2,4,3,1,Aceptable
1,3,2,5,2,1,Aceptable
1,3,2,5,3,3,No Aceptable
1,3,2,5,3,2,Aceptable
1,3,2,5,3,1,Aceptable
1,3,3,4,1,1,Aceptable
1,3,3,4,2,3,No Aceptable
1,3,3,4,2,2,No Aceptable
1,3,3,4,2,1,Aceptable
1,3,3,4,3,3,No Aceptable
1,3,3,4,3,2,Aceptable
1,3,3,4,3,1,Aceptable
1,3,3,5,1,3,No Aceptable
1,3,3,5,1,2,No Aceptable
1,3,3,5,1,1,Aceptable
1,3,3,5,2,3,No Aceptable
1,3,3,5,2,2,Aceptable
1,3,3,5,2,1,Aceptable
1,3,3,5,3,3,No Aceptable
1,3,3,5,3,2,Aceptable
1,3,3,5,3,1,Aceptable
1,3,4,4,1,1,Aceptable
1,3,4,4,2,3,No Aceptable
1,3,4,4,2,2,Aceptable
1,3,4,4,2,1,Aceptable
1,3,4,4,3,3,No Aceptable
1,3,4,4,3,2,Aceptable
1,3,4,4,3,1,Aceptable
1,3,4,5,1,3,No Aceptable
1,3,4,5,1,2,No Aceptable
1,3,4,5,1,1,Aceptable
1,3,4,5,2,3,No Aceptable
1,3,4,5,2,2,Aceptable
1,3,4,5,2,1,Aceptable
1,3,4,5,3,3,No Aceptable
1,3,4,5,3,2,Aceptable
1,3,4,5,3,1,Aceptable
1,3,5,4,1,1,Aceptable
1,3,5,4,2,3,No Aceptable
1,3,5,4,2,2,Aceptable
1,3,5,4,2,1,Aceptable
1,3,5,4,3,3,No Aceptable
1,3,5,4,3,2,Aceptable
1,3,5,4,3,1,Aceptable
1,3,5,5,1,1,Aceptable
1,3,5,5,2,3,No Aceptable
1,3,5,5,2,2,Aceptable
1,3,5,5,2,1,Aceptable
1,3,5,5,3,3,No Aceptable
1,3,5,5,3,2,Aceptable
1,3,5,5,3,1,Aceptable
2,0,2,4,1,1,Aceptable
2,0,2,4,2,3,No Aceptable
2,0,2,4,2,2,No Aceptable
2,0,2,4,2,1,Aceptable
2,0,2,4,3,3,No Aceptable
2,0,2,4,3,2,Aceptable
2,0,2,4,3,1,Aceptable
2,0,2,5,1,3,No Aceptable
2,0,2,5,1,2,No Aceptable
2,0,2,5,1,1,No Aceptable
2,0,2,5,2,3,No Aceptable
2,0,2,5,2,2,No Aceptable
2,0,2,5,2,1,Aceptable
2,0,2,5,3,3,No Aceptable
2,0,2,5,3,2,Aceptable
2,0,2,5,3,1,Aceptable
2,0,3,4,1,1,Aceptable
2,0,3,4,2,3,No Aceptable
2,0,3,4,2,2,No Aceptable
2,0,3,4,2,1,Aceptable
2,0,3,4,3,3,No Aceptable
2,0,3,4,3,2,Aceptable
2,0,3,4,3,1,Aceptable
2,0,3,5,1,3,No Aceptable
2,0,3,5,1,2,No Aceptable
2,0,3,5,1,1,Aceptable
2,0,3,5,2,3,No Aceptable
2,0,3,5,2,2,Aceptable
2,0,3,5,2,1,Aceptable
2,0,3,5,3,3,No Aceptable
2,0,3,5,3,2,Aceptable
2,0,3,5,3,1,Aceptable
2,0,4,4,1,1,Aceptable
2,0,4,4,2,3,No Aceptable
2,0,4,4,2,2,Aceptable
2,0,4,4,2,1,Aceptable
2,0,4,4,3,3,No Aceptable
2,0,4,4,3,2,Aceptable
2,0,4,4,3,1,Aceptable
2,0,4,5,1,3,No Aceptable
2,0,4,5,1,2,No Aceptable
2,0,4,5,1,1,Aceptable
2,0,4,5,2,3,No Aceptable
2,0,4,5,2,2,Aceptable
2,0,4,5,2,1,Aceptable
2,0,4,5,3,3,No Aceptable
2,0,4,5,3,2,Aceptable
2,0,4,5,3,1,Aceptable
2,0,5,4,1,1,Aceptable
2,0,5,4,2,3,No Aceptable
2,0,5,4,2,2,Aceptable
2,0,5,4,2,1,Aceptable
2,0,5,4,3,3,No Aceptable
2,0,5,4,3,2,Aceptable
2,0,5,4,3,1,Aceptable
2,0,5,5,1,3,No Aceptable
2,0,5,5,1,2,No Aceptable
2,0,5,5,1,1,Aceptable
2,0,5,5,2,3,No Aceptable
2,0,5,5,2,2,Aceptable
2,0,5,5,2,1,Aceptable
2,0,5,5,3,3,No Aceptable
2,0,5,5,3,2,Aceptable
2,0,5,5,3,1,Aceptable
2,1,2,4,1,1,Aceptable
2,1,2,4,2,3,No Aceptable
2,1,2,4,2,2,No Aceptable
2,1,2,4,2,1,Aceptable
2,1,2,4,3,3,No Aceptable
2,1,2,4,3,2,Aceptable
2,1,2,4,3,1,Aceptable
2,1,2,5,2,1,Aceptable
2,1,2,5,3,3,No Aceptable
2,1,2,5,3,2,Aceptable
2,1,2,5,3,1,Aceptable
2,1,3,4,1,1,Aceptable
2,1,3,4,2,3,No Aceptable
2,1,3,4,2,2,No Aceptable
2,1,3,4,2,1,Aceptable
2,1,3,4,3,3,No Aceptable
2,1,3,4,3,2,Aceptable
2,1,3,4,3,1,Aceptable
2,1,3,5,1,3,No Aceptable
2,1,3,5,1,2,No Aceptable
